,ECO_NAME,REALM,flow_name,cf
31597,Madagascar dry deciduous forests,Afrotropic,Rainfed_Wheat_residues_removed_from_the_field,30.813795
31677,Madagascar ericoid thickets,Afrotropic,Rainfed_Wheat_residues_removed_from_the_field,50.15467
31757,Madagascar humid forests,Afrotropic,Rainfed_Wheat_residues_removed_from_the_field,179.21149
31837,Madagascar mangroves,Afrotropic,Rainfed_Wheat_residues_removed_from_the_field,12.724932
31917,Madagascar spiny thickets,Afrotropic,Rainfed_Wheat_residues_removed_from_the_field,10.454508
31997,Madagascar subhumid forests,Afrotropic,Rainfed_Wheat_residues_removed_from_the_field,67.63539
32077,Madagascar succulent woodlands,Afrotropic,Rainfed_Wheat_residues_removed_from_the_field,18.000824
32157,Madeira-Tapajós moist forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,25.70364
32317,Magdalena-Urabá moist forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,644.5842
32397,Magdalena Valley dry forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,263.51605
32477,Magdalena Valley montane forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,227.3235
32557,Magellanic subpolar forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,23.559137
32717,Malabar Coast moist forests,Indomalayan,Rainfed_Wheat_residues_removed_from_the_field,60.210255
32957,Manchurian mixed forests,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,24.879581
33037,Mandara Plateau woodlands,Afrotropic,Rainfed_Wheat_residues_removed_from_the_field,21.961721
33117,Maputaland coastal forests and woodlands,Afrotropic,Rainfed_Wheat_residues_removed_from_the_field,3.5545378
33277,Marajó várzea,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,13.038905
33357,Maranhão Babaçu forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,26.021887
33437,Marañón dry forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,106.45796
33677,Masai xeric grasslands and shrublands,Afrotropic,Rainfed_Wheat_residues_removed_from_the_field,5.60819
33837,Mato Grosso tropical dry forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,16.49626
33917,Mediterranean Acacia-Argania dry woodlands and succulent thickets,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,4.3953333
33997,Mediterranean conifer and mixed forests,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,21.64628
34077,Mediterranean dry woodlands and steppe,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,1.1503998
34157,Mediterranean High Atlas juniper steppe,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,14.070742
34237,Mediterranean woodlands and forests,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,8.141034
34317,Meghalaya subtropical forests,Indomalayan,Rainfed_Wheat_residues_removed_from_the_field,146.8126
34477,Meseta Central matorral,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,9.885334
34557,Mesoamerican Gulf-Caribbean mangroves,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,31.745033
34637,Mesopotamian shrub desert,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,1.3106556
34717,Mid-Canada Boreal Plains forests,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,0.67774004
34877,Mid-Atlantic US coastal savannas,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,8.043223
34957,Midwest Canadian Shield forests,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,0.9547874
35357,Mississippi lowland forests,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,10.2348175
35437,Mitchell Grass Downs,Australasia,Rainfed_Wheat_residues_removed_from_the_field,1.816596
35517,Mizoram-Manipur-Kachin rain forests,Indomalayan,Rainfed_Wheat_residues_removed_from_the_field,197.51622
35597,Mojave desert,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,4.924411
35677,Mongolian-Manchurian grassland,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,2.5833337
35757,Montana Valley and Foothill grasslands,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,6.0461273
35837,Monte Alegre várzea,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,31.539177
36157,Murray-Darling woodlands and mallee,Australasia,Rainfed_Wheat_residues_removed_from_the_field,0.4481848
36237,Muskwa-Slave Lake taiga,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,0.7184814
36317,Myanmar Coast mangroves,Indomalayan,Rainfed_Wheat_residues_removed_from_the_field,122.72691
36397,Myanmar coastal rain forests,Indomalayan,Rainfed_Wheat_residues_removed_from_the_field,76.59101
36477,Nama Karoo shrublands,Afrotropic,Rainfed_Wheat_residues_removed_from_the_field,3.7708473
36797,Nansei Islands subtropical evergreen forests,Indomalayan,Rainfed_Wheat_residues_removed_from_the_field,344.20447
36877,Napo moist forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,31.438898
36957,Naracoorte woodlands,Australasia,Rainfed_Wheat_residues_removed_from_the_field,0.552423
37037,Narmada Valley dry deciduous forests,Indomalayan,Rainfed_Wheat_residues_removed_from_the_field,15.934149
37117,Nebraska Sand Hills mixed grasslands,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,3.743131
37197,Negro-Branco moist forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,13.216908
37277,Nelson Coast temperate forests,Australasia,Rainfed_Wheat_residues_removed_from_the_field,78.735794
37357,Nenjiang River grassland,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,1.5214956
37757,New England-Acadian forests,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,11.448067
37917,Nicobar Islands rain forests,Indomalayan,Rainfed_Wheat_residues_removed_from_the_field,138.22203
37997,Niger Delta swamp forests,Afrotropic,Rainfed_Wheat_residues_removed_from_the_field,10.113139
38077,Nigerian lowland forests,Afrotropic,Rainfed_Wheat_residues_removed_from_the_field,21.395596
38157,Nihonkai evergreen forests,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,144.43141
38237,Nihonkai montane deciduous forests,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,152.7518
38637,North Arabian desert,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,0.65299046
38797,New Zealand North Island temperate forests,Australasia,Rainfed_Wheat_residues_removed_from_the_field,40.5741
38877,North Saharan Xeric Steppe and Woodland,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,2.0479558
38957,Somali montane xeric woodlands,Afrotropic,Rainfed_Wheat_residues_removed_from_the_field,11.127498
39037,North Tibetan Plateau-Kunlun Mountains alpine desert,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,7.97248
39197,North Western Ghats moist deciduous forests,Indomalayan,Rainfed_Wheat_residues_removed_from_the_field,38.499317
39277,North Western Ghats montane rain forests,Indomalayan,Rainfed_Wheat_residues_removed_from_the_field,54.2041
39357,Northeast China Plain deciduous forests,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,6.283091
39437,Northeast India-Myanmar pine forests,Indomalayan,Rainfed_Wheat_residues_removed_from_the_field,210.74084
39517,Northeast Siberian coastal tundra,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,1.3732375
39597,Northeast Siberian taiga,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,8.720157
39677,Northeast Brazil restingas,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,5.8374
39837,Northeast Himalayan subalpine conifer forests,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,55.423195
39917,Northeast Spain and Southern France Mediterranean forests,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,18.583042
39997,Northeast US Coastal forests,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,12.678632
40077,Northern Acacia-Commiphora bushlands and thickets,Afrotropic,Rainfed_Wheat_residues_removed_from_the_field,12.347669
40157,Northern Anatolian conifer and deciduous forests,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,7.9950066
40237,Northern Andean páramo,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,94.58673
40397,Northern California coastal forests,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,48.20021
40477,Northern Canadian Shield taiga,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,0.7496743
40557,Northern Congolian Forest-Savanna,Afrotropic,Rainfed_Wheat_residues_removed_from_the_field,40.86845
40637,North Deccan dry deciduous forests,Indomalayan,Rainfed_Wheat_residues_removed_from_the_field,25.289814
40717,Northern Indochina subtropical forests,Indomalayan,Rainfed_Wheat_residues_removed_from_the_field,129.30885
40877,Northern Mesoamerican Pacific mangroves,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,6.0224686
41117,Northern Shortgrass prairie,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,2.3204556
41197,Northern Swahili coastal forests,Afrotropic,Rainfed_Wheat_residues_removed_from_the_field,17.479933
41277,Northern Tallgrass prairie,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,1.0136803
41357,Northern Thailand-Laos moist deciduous forests,Indomalayan,Rainfed_Wheat_residues_removed_from_the_field,105.33392
41437,Northern Triangle subtropical forests,Indomalayan,Rainfed_Wheat_residues_removed_from_the_field,123.55233
41517,Northern Triangle temperate forests,Indomalayan,Rainfed_Wheat_residues_removed_from_the_field,184.29625
41677,Northland temperate kauri forests,Australasia,Rainfed_Wheat_residues_removed_from_the_field,35.497868
41757,Northwest Iberian montane forests,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,12.373262
41837,Northwest Russian-Novaya Zemlya tundra,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,2.049158
41917,Northwest Andean montane forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,254.48772
42157,Northwestern Himalayan alpine shrub and meadows,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,76.90539
42237,Aravalli west thorn scrub forests,Indomalayan,Rainfed_Wheat_residues_removed_from_the_field,5.659545
42397,Nujiang Langcang Gorge alpine conifer and mixed forests,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,64.6789
42477,Nullarbor Plains xeric shrublands,Australasia,Rainfed_Wheat_residues_removed_from_the_field,0.18033157
42637,Oaxacan montane forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,180.60187
42797,Ogilvie-MacKenzie alpine tundra,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,6.2884884
42877,Okanogan dry forests,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,8.898513
42957,Okhotsk-Manchurian taiga,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,12.260715
43037,Ordos Plateau steppe,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,6.495837
43277,Orissa semi-evergreen forests,Indomalayan,Rainfed_Wheat_residues_removed_from_the_field,32.30321
43357,Ozark Highlands mixed forests,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,23.83079
43437,Ozark Mountain forests,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,33.973564
43517,Pacific Coastal Mountain icefields and tundra,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,71.2162
43757,Palouse prairie,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,3.8214796
43837,Pamir alpine desert and tundra,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,28.674425
43997,Pannonian mixed forests,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,6.4368067
44077,Pantanal,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,9.654613
44157,Pantanos de Centla,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,19.766153
44237,Pantepui forests & shrublands,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,135.38953
44397,Paraná flooded savanna,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,4.5186553
44477,Paropamisus xeric woodlands,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,13.843946
44557,Patagonian steppe,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,1.7306798
44637,Patía valley dry forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,159.96323
44717,Peninsular Malaysian montane rain forests,Indomalayan,Rainfed_Wheat_residues_removed_from_the_field,224.2984
44877,Peninsular Malaysian rain forests,Indomalayan,Rainfed_Wheat_residues_removed_from_the_field,160.82573
44957,Pernambuco coastal forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,41.5963
45037,Pernambuco interior forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,21.526146
45117,Peruvian Yungas,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,117.39513
45197,Petén-Veracruz moist forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,78.860146
45357,Pindus Mountains mixed forests,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,39.52243
45437,Piney Woods,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,13.655592
45517,Po Basin mixed forests,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,6.241923
45597,Pontic steppe,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,0.92921853
45917,Puget lowland forests,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,32.413227
45997,Purus-Madeira moist forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,15.81116
46077,Purus várzea,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,13.621677
46157,Pyrenees conifer and mixed forests,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,44.17538
46237,Qaidam Basin semi-desert,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,9.862051
46317,Qilian Mountains conifer forests,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,17.156399
46397,Qilian Mountains subalpine meadows,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,20.33555
46477,Qin Ling Mountains deciduous forests,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,75.33611
46557,Qionglai-Minshan conifer forests,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,92.67982
46637,Queensland tropical rain forests,Australasia,Rainfed_Wheat_residues_removed_from_the_field,60.359337
46797,Rann of Kutch seasonal salt marsh,Indomalayan,Rainfed_Wheat_residues_removed_from_the_field,4.1054077
47037,Red Sea-Arabian Desert shrublands,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,3.0474072
47357,Renosterveld shrubland,Afrotropic,Rainfed_Wheat_residues_removed_from_the_field,3.8465755
47437,Richmond temperate forests,Australasia,Rainfed_Wheat_residues_removed_from_the_field,38.282497
47517,Rio Negro campinarana,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,11.776318
47597,Rodope montane mixed forests,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,12.737072
47757,Saharan halophytics,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,1.1760963
47837,Sahelian Acacia savanna,Afrotropic,Rainfed_Wheat_residues_removed_from_the_field,11.497834
47917,Sakhalin Island taiga,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,9.146256
48157,San Lucan xeric scrub,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,35.5784
48237,Santa Lucia Montane Chaparral & Woodlands,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,34.311928
48317,Santa Marta montane forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,266.47986
48397,Santa Marta páramo,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,175.4545
48557,Sarmatic mixed forests,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,0.8303128
48637,Sayan alpine meadows and tundra,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,18.238605
48717,Sayan Intermontane steppe,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,9.941536
48797,Sayan montane conifer forests,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,10.378523
48877,Scandinavian and Russian taiga,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,0.6205245
48957,Scandinavian coastal conifer forests,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,58.317688
49037,Scandinavian Montane Birch forest and grasslands,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,38.967342
49197,Sechura desert,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,53.095406
49277,Selenge-Orkhon forest steppe,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,6.089914
49437,Serengeti volcanic grasslands,Afrotropic,Rainfed_Wheat_residues_removed_from_the_field,5.574125
49517,Serra do Mar coastal forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,108.07642
49597,Sichuan Basin evergreen broadleaf forests,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,55.265987
49677,Sierra de la Laguna dry forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,43.75815
49757,Sierra de la Laguna pine-oak forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,65.76649
49837,Sierra de los Tuxtlas,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,71.4574
49917,Sierra Madre de Chiapas moist forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,58.13811
49997,Sierra Madre de Oaxaca pine-oak forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,111.3227
50077,Sierra Madre del Sur pine-oak forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,97.80098
50157,Sierra Madre Occidental pine-oak forests,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,52.89484
50237,Sierra Madre Oriental pine-oak forests,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,41.50208
50317,Sierra Nevada forests,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,29.868204
50397,Simpson desert,Australasia,Rainfed_Wheat_residues_removed_from_the_field,1.0140342
50477,Sinaloan dry forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,59.69911
50557,Sinú Valley dry forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,291.6948
50637,Snake-Columbia shrub steppe,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,1.9471849
50877,Solimões-Japurá moist forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,16.030718
51037,Somali Acacia-Commiphora bushlands and thickets,Afrotropic,Rainfed_Wheat_residues_removed_from_the_field,10.799982
51117,Sonoran-Sinaloan subtropical dry forest,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,32.79224
51197,Sonoran desert,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,7.7344317
51277,South American Pacific mangroves,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,3.0375924
51437,South Apennine mixed montane forests,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,37.43926
51517,South Central Rockies forests,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,16.984041
51597,South China-Vietnam subtropical evergreen forests,Indomalayan,Rainfed_Wheat_residues_removed_from_the_field,141.44934
51757,South Deccan Plateau dry deciduous forests,Indomalayan,Rainfed_Wheat_residues_removed_from_the_field,26.80976
51837,South Iran Nubo-Sindian desert and semi-desert,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,0.71411204
51917,New Zealand South Island montane grasslands,Australasia,Rainfed_Wheat_residues_removed_from_the_field,71.67479
51997,New Zealand South Island temperate forests,Australasia,Rainfed_Wheat_residues_removed_from_the_field,9.454725
52237,South Siberian forest steppe,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,2.0393603
52477,South Western Ghats moist deciduous forests,Indomalayan,Rainfed_Wheat_residues_removed_from_the_field,65.1743
52557,South Western Ghats montane rain forests,Indomalayan,Rainfed_Wheat_residues_removed_from_the_field,122.15611
52637,Southeast Australia temperate forests,Australasia,Rainfed_Wheat_residues_removed_from_the_field,5.2933273
52717,Southeast Australia temperate savanna,Australasia,Rainfed_Wheat_residues_removed_from_the_field,0.8168398
52797,Southeast Tibet shrublands and meadows,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,24.060978
52957,Southeast US conifer savannas,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,13.605451
53037,Southeast Iberian shrubs and woodlands,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,5.881151
53117,Southeast Indochina dry evergreen forests,Indomalayan,Rainfed_Wheat_residues_removed_from_the_field,118.78565
53277,Southern Acacia-Commiphora bushlands and thickets,Afrotropic,Rainfed_Wheat_residues_removed_from_the_field,14.355584
53357,Southern Africa mangroves,Afrotropic,Rainfed_Wheat_residues_removed_from_the_field,19.006454
53437,Southern Anatolian montane conifer and deciduous forests,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,14.031579
53517,Southern Andean steppe,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,19.876265
53597,Southern Andean Yungas,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,92.24504
53757,Southern Atlantic Brazilian mangroves,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,94.23087
53837,Southern Cone Mesopotamian savanna,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,8.158132
53997,Southern Great Lakes forests,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,5.562057
54077,Southern Hudson Bay taiga,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,0.54784703
54317,Southern Mesoamerican Pacific mangroves,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,5.4509416
54557,Southern Pacific dry forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,59.512695
54637,Southern Rift Montane forest-grassland,Afrotropic,Rainfed_Wheat_residues_removed_from_the_field,106.690674
54717,Southern Swahili coastal forests and woodlands,Afrotropic,Rainfed_Wheat_residues_removed_from_the_field,26.105595
54877,Southwest Amazon moist forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,37.95943
55117,Southwest Australia savanna,Australasia,Rainfed_Wheat_residues_removed_from_the_field,0.45653227
55197,Southwest Australia woodlands,Australasia,Rainfed_Wheat_residues_removed_from_the_field,2.6158044
55357,Southwest Iberian Mediterranean sclerophyllous and mixed forests,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,6.344227
55757,Succulent Karoo xeric shrublands,Afrotropic,Rainfed_Wheat_residues_removed_from_the_field,2.9931073
55837,Sudd flooded grasslands,Afrotropic,Rainfed_Wheat_residues_removed_from_the_field,4.1486588
55917,Suiphun-Khanka meadows and forest meadows,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,3.964268
55997,Sulaiman Range alpine meadows,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,28.074966
56877,Sundarbans freshwater swamp forests,Indomalayan,Rainfed_Wheat_residues_removed_from_the_field,11.710187
56957,Sundarbans mangroves,Indomalayan,Rainfed_Wheat_residues_removed_from_the_field,14.793343
57037,Syrian xeric grasslands and shrublands,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,1.9410185
57117,Taiheiyo evergreen forests,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,241.44473
57197,Taiheiyo montane deciduous forests,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,269.00034
57277,Taimyr-Central Siberian tundra,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,2.546767
57437,Taklimakan desert,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,2.2221236
57597,Tamaulipan matorral,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,22.078136
57677,Tamaulipan mezquital,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,5.8366675
57757,Tapajós-Xingu moist forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,40.90782
57837,Tarim Basin deciduous forests and steppe,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,0.14369075
57917,Tasmanian Central Highland forests,Australasia,Rainfed_Wheat_residues_removed_from_the_field,13.000075
57997,Tasmanian temperate forests,Australasia,Rainfed_Wheat_residues_removed_from_the_field,4.345113
58077,Tasmanian temperate rain forests,Australasia,Rainfed_Wheat_residues_removed_from_the_field,18.147371
58157,Tehuacán Valley matorral,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,16.89234
58237,Tenasserim-South Thailand semi-evergreen rain forests,Indomalayan,Rainfed_Wheat_residues_removed_from_the_field,182.19463
58317,Terai-Duar savanna and grasslands,Indomalayan,Rainfed_Wheat_residues_removed_from_the_field,36.28983
58397,Texas blackland prairies,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,9.655103
58477,Thar desert,Indomalayan,Rainfed_Wheat_residues_removed_from_the_field,3.0193765
58557,Tian Shan foothill arid steppe,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,9.345926
58637,Tian Shan montane conifer forests,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,14.348717
58717,Tian Shan montane steppe and meadows,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,20.409864
58877,Tibetan Plateau alpine shrublands and meadows,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,15.186387
58957,Tigris-Euphrates alluvial salt marsh,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,0.86226267
59117,Tirari-Sturt stony desert,Australasia,Rainfed_Wheat_residues_removed_from_the_field,0.27695826
59517,Trans-Baikal Bald Mountain tundra,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,15.340706
59597,Trans-Baikal conifer forests,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,6.699493
59677,Trans-Mexican Volcanic Belt pine-oak forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,45.37638
60317,Tumbes-Piura dry forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,32.766907
60397,Tyrrhenian-Adriatic sclerophyllous and mixed forests,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,19.193342
60477,Uatumã-Trombetas moist forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,54.85483
60557,Ucayali moist forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,120.424675
60637,Upper Gangetic Plains moist deciduous forests,Indomalayan,Rainfed_Wheat_residues_removed_from_the_field,7.610118
60717,Upper Midwest US forest-savanna transition,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,6.802236
60797,Urals montane forest and taiga,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,2.0694308
60877,Uruguayan savanna,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,12.735715
60957,Ussuri broadleaf and mixed forests,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,16.123695
61037,Valdivian temperate forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,41.166866
61277,Veracruz dry forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,41.106834
61357,Veracruz moist forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,66.0088
61437,Veracruz montane forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,211.37364
61517,Victoria Plains tropical savanna,Australasia,Rainfed_Wheat_residues_removed_from_the_field,6.469946
61757,Wasatch and Uinta montane forests,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,10.016623
61837,Watson Highlands taiga,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,4.68472
62077,West Siberian taiga,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,0.42128465
62157,West Sudanian savanna,Afrotropic,Rainfed_Wheat_residues_removed_from_the_field,4.646323
62237,Western Australian Mulga shrublands,Australasia,Rainfed_Wheat_residues_removed_from_the_field,0.6528928
62397,Western Ecuador moist forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,196.90128
62477,Western European broadleaf forests,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,6.375851
62557,Western Great Lakes forests,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,2.5162141
62717,Western Gulf coastal grasslands,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,7.4017067
62797,Western Himalayan alpine shrub and meadows,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,77.557785
62877,Western Himalayan broadleaf forests,Indomalayan,Rainfed_Wheat_residues_removed_from_the_field,155.52396
62957,Western Himalayan subalpine conifer forests,Indomalayan,Rainfed_Wheat_residues_removed_from_the_field,92.169525
